merged_cubic_angles_1,merged_cubic_angles_2,merged_cubic_angles_3,merged_cubic_angles_4,merged_cubic_angles_5,merged_cubic_angles_6,merged_cubic_angles_7,merged_cubic_angles_8,merged_cubic_angles_9,merged_cubic_angles_10,merged_cubic_angles_11,merged_cubic_angles_12,merged_cubic_angles_13,merged_cubic_angles_14
-16.8793753662201,-0.607121300901837,31.4508901626127,-1.09821967477454,53.3526704878382,2.25445081306365,-5.05801146351457,0,0,-41,-3,-57,0,0
-17.4862236541825,-0.754236037377578,31.4692795046722,-1.06144099065561,53.4078385140166,2.34639752336099,-5.22351554204978,0,0,-41,-3,-57,0,0
-18.0942986417365,-0.901648155572494,31.4877060194466,-1.02458796110688,53.4631180583397,2.43853009723281,-5.38935417501906,0,0,-41,-3,-57,0,0
-18.7028643091272,-1.04917922645508,31.5061474033069,-0.987705193386231,53.5184422099207,2.53073701653442,-5.55532662976196,0,0,-41,-3,-57,0,0
-19.3111846365995,-1.19665082099383,31.5245813526242,-0.950837294751543,53.5737440578727,2.62290676312114,-5.72123217361806,0,0,-41,-3,-57,0,0
-19.9185236043986,-1.34388451015724,31.5429855637697,-0.91402887246069,53.628956691309,2.71492781884827,-5.88687007392689,0,0,-41,-3,-57,0,0
-20.5241451927694,-1.4907018649138,31.5613377331142,-0.877324533771549,53.6840131993427,2.80668866557113,-6.05203959802803,0,0,-41,-3,-57,0,0
-21.1273133819571,-1.63692445623202,31.579615557029,-0.840768885941995,53.738846671087,2.89807778514501,-6.21654001326102,0,0,-41,-3,-57,0,0
-21.7272921522066,-1.78237385508038,31.597796731885,-0.804406536229905,53.7933901956551,2.98898365942524,-6.38017058696543,0,0,-41,-3,-57,0,0
-22.323345483763,-1.92687163242738,31.6158589540534,-0.768282091893154,53.8475768621603,3.07929477026711,-6.54273058648081,0,0,-41,-3,-57,0,0
-22.9147373568713,-2.07023935924152,31.6337799199052,-0.732440160189619,53.9013397597156,3.16889959952595,-6.70401927914671,0,0,-41,-3,-57,0,0
-23.5007317517766,-2.21229860649129,31.6515373258114,-0.696925348377177,53.9546119774342,3.25768662905706,-6.8638359323027,0,0,-41,-3,-57,0,0
-24.0805926487239,-2.35287094514519,31.6691088681431,-0.661782263713703,54.0073266044294,3.34554434071574,-7.02197981328834,0,0,-41,-3,-57,0,0
-24.6535840279583,-2.49177794617171,31.6864722432715,-0.627055513457073,54.0594167298144,3.43236121635732,-7.17825018944317,0,0,-41,-3,-57,0,0
-25.2189698697248,-2.62884118053934,31.7036051475674,-0.592789704865165,54.1108154427023,3.51802573783709,-7.33244632810676,0,0,-41,-3,-57,0,0
-25.7760141542684,-2.76388221921659,31.7204852774021,-0.559029445195854,54.1614558322062,3.60242638701037,-7.48436749661866,0,0,-41,-3,-57,0,0
-26.3239808618342,-2.89672263317194,31.7370903291465,-0.525819341707015,54.2112709874395,3.68545164573246,-7.63381296231843,0,0,-41,-3,-57,0,0
-26.8621339726673,-3.0271839933739,31.7533979991717,-0.493204001656526,54.2601939975152,3.76698999585868,-7.78058199254563,0,0,-41,-3,-57,0,0
-27.3897374670127,-3.15508787079095,31.7693859838489,-0.461228032302263,54.3081579515466,3.84692991924434,-7.92447385463981,0,0,-41,-3,-57,0,0
-27.9060553251153,-3.28025583639159,31.785031979549,-0.429936040902102,54.3550959386468,3.92515989774474,-8.06528781594054,0,0,-41,-3,-57,0,0
-28.4103515272203,-3.40250946114433,31.800313682643,-0.399372634713919,54.4009410479291,4.0015684132152,-8.20282314378737,0,0,-41,-3,-57,0,0
-28.9018900535728,-3.52167031601764,31.8152087895022,-0.36958242099559,54.4456263685066,4.07604394751103,-8.33687910551985,0,0,-41,-3,-57,0,0
-29.3799348844176,-3.63755997198004,31.8296949964975,-0.340610007004991,54.4890849894925,4.14847498248752,-8.46725496847754,0,0,-41,-3,-57,0,0
-29.84375,-3.75,31.84375,-0.3125,54.53125,4.21875,-8.59375,0,0,-41,-3,-57,0,0
-30.2925993805649,-3.85881197104603,31.8573514963808,-0.285297007238491,54.5720544891423,4.28675748190377,-8.71616346742679,0,0,-41,-3,-57,0,0
-30.7257470063574,-3.96381745608663,31.8704771820108,-0.259045635978342,54.6114315460325,4.35238591005415,-8.83429463809746,0,0,-41,-3,-57,0,0
-31.1424568576224,-4.06483802609029,31.8831047532613,-0.233790493477428,54.6493142597839,4.41552376630643,-8.94794277935157,0,0,-41,-3,-57,0,0
